client_id,first_name,last_name,age,email,phone,city,region,postal_code,registration_date,purchase_date,product,category,quantity,unit_price,total_purchase,payment_method,order_status,rating
CLI0144,Baldomero,Palacio,32,tadeo11@example.com,+34 887 07 64 77,Bilbao,Basque Country,33234,2023-06-08,2024-05-30,Mouse,Electronics,4,63.43,253.72,Credit card,Cancelled,1
CLI0145,Fanny,Viña,61,zaira53@example.com,+34827303723,Madrid,Community of Madrid,35959,2023-01-08,2024-03-12,T-shirt,Clothing,4,39.96,159.84,Bizum,Pending,
CLI0146,Matías,Sainz,26,valentinaalmeida@example.net,+34 738962684,Zaragoza,Aragon,51627,2021-12-26,2023-03-09,Trousers,Clothing,2,42.72,85.44,Cash,Cancelled,3
CLI0147,José,Lumbreras,47,herminia93@example.org,+34971 03 06 77,Las Palmas,Canary Islands,07028,2023-08-13,2023-10-29,Headphones,Electronics,5,348.28,1741.4,Cash,Pending,
CLI0148,Omar,Alarcón,45,irenecanellas@example.net,+34 841 543 694,Palma,Balearic Islands,42282,2022-05-22,2023-08-09,Notebook,Culture,5,7.29,36.45,PayPal,Pending,4
CLI0149,Emma,Asenjo,45,clotildebarbera@example.org,+34 875 161 296,Malaga,Andalusia,03364,2022-02-07,2023-11-17,Headphones,Electronics,1,163.12,163.12,Bank transfer,Completed,4
CLI0150,Yéssica,Madrigal,45,graudorita@example.net,+34 901 654 222,Madrid,Community of Madrid,06212,2021-08-07,2023-04-06,Trousers,Clothing,1,30.02,30.02,Bank transfer,Completed,5
CLI0151,Mauricio,Barros,40,angelicaabad@example.org,+34920200433,Vigo,Galicia,51933,2022-12-29,2024-02-25,Mouse,Electronics,1,60.55,60.55,Bizum,Completed,5
CLI0152,Sosimo,Diez,31,danielacosta@example.org,+34 701 13 82 53,Valencia,Valencian Community,10062,2022-02-03,2024-06-03,Dress,Clothing,5,61.65,308.25,Bizum,Completed,3
CLI0153,Ricarda,Gomila,54,juliana65@example.com,+34920 89 58 64,Seville,Andalusia,49587,2023-07-10,2023-10-13,Watch,Accessories,1,300.32,300.32,Bizum,Cancelled,5
CLI0154,Ascensión,Llamas,56,fvalencia@example.com,+34 922396759,Gijon,Asturias,29705,2022-11-12,2023-01-27,Monitor,Electronics,5,588.73,2943.65,Bank transfer,Completed,
CLI0155,Sebastian,Colomer,18,estefania20@example.org,+34980 447 925,Valencia,Valencian Community,03567,2023-01-04,2023-12-26,Notebook,Culture,3,20.25,60.75,PayPal,Cancelled,1
CLI0156,Ildefonso,Fuente,65,jordana22@example.com,+34 986 887 622,Las Palmas,Canary Islands,07430,2022-06-12,2023-04-04,Shoes,Clothing,1,121.51,121.51,PayPal,Pending,3
CLI0157,Flora,Girona,56,garcesdaniela@example.com,+34943 39 59 65,Madrid,Community of Madrid,42995,2023-09-21,2024-08-04,Shoes,Clothing,3,80.71,242.13,Credit card,Completed,
CLI0158,Ezequiel,Baquero,46,fernandezrosa@example.org,+34973459164,Alicante,Valencian Community,13642,2022-07-24,2023-10-06,Monitor,Electronics,1,182.35,182.35,Bizum,Pending,4
CLI0159,Maximiano,Echeverría,40,pcaro@example.net,+34 925 745 938,Murcia,Region of Murcia,37698,2022-05-28,2023-04-27,Dress,Clothing,5,49.4,247.0,Credit card,Completed,5
CLI0160,Juliana,Mate,32,florenciaarevalo@example.net,+34980242430,Murcia,Region of Murcia,08639,2021-08-27,2023-02-16,Keyboard,Electronics,3,104.31,312.93,Cash,Completed,
CLI0161,Edgardo,Andrade,36,aguilajuanito@example.net,+34988064219,Malaga,Andalusia,05810,2021-08-27,2023-09-19,Dress,Clothing,2,115.08,230.16,Credit card,Completed,4
CLI0162,Gertrudis,Garriga,32,segismundomanso@example.com,+34 887 75 69 66,Las Palmas,Canary Islands,20840,2022-05-28,2024-12-21,Shoes,Clothing,5,54.21,271.05,Cash,Completed,
CLI0163,Cayetano,Barco,47,quesadatamara@example.com,+34 948031683,Gijon,Asturias,10927,2021-10-27,2023-01-20,Watch,Accessories,4,383.92,1535.68,Credit card,Completed,5
CLI0164,León,Mancebo,25,pepebelmonte@example.net,+34 941142171,Murcia,Region of Murcia,27448,2022-09-02,2023-10-24,Headphones,Electronics,4,257.04,1028.16,Credit card,Completed,
CLI0165,Goyo,Albero,45,fitoarcos@example.com,+34927 31 20 01,Vigo,Galicia,10682,2021-09-27,2023-04-01,Monitor,Electronics,3,449.06,1347.18,Credit card,Completed,4
CLI0166,Baudelio,Ríos,32,jennifervila@example.net,+34 872740360,Malaga,Andalusia,49069,2023-04-02,2023-12-14,Mouse,Electronics,3,17.08,51.24,PayPal,Completed,1
CLI0167,Herminio,Guzmán,64,arrietanicanor@example.com,+34878071950,Vigo,Galicia,10220,2023-08-24,2023-12-26,Mouse,Electronics,3,55.9,167.7,PayPal,Completed,
CLI0168,Urbano,Roma,66,victorpelayo@example.org,+34 877691132,Valladolid,Castile and León,26371,2021-09-28,2023-06-06,Dress,Clothing,5,47.75,238.75,Credit card,Completed,4
CLI0169,Gabriel,Varela,61,pomaresnatividad@example.org,+34 820 911 942,Gijon,Asturias,41681,2023-04-29,2024-04-04,Keyboard,Electronics,5,140.71,703.55,Cash,Cancelled,3
CLI0170,Aránzazu,Catalá,58,eperello@example.com,+34 800 819 450,Zaragoza,Aragon,07750,2023-10-10,2024-03-28,Shoes,Clothing,4,88.37,353.48,Bank transfer,Cancelled,
CLI0171,Gabino,Estévez,20,garciaadelaida@example.org,+34 987 831 400,Barcelona,Catalonia,07102,2022-04-10,2024-04-07,Mouse,Electronics,4,16.68,66.72,Bank transfer,Completed,
CLI0172,Asdrubal,Gómez,56,priegoeustaquio@example.com,+34 922013735,Las Palmas,Canary Islands,22208,2023-02-15,2024-09-21,Watch,Accessories,1,489.82,489.82,Bizum,Pending,1
CLI0173,Nicolás,Armas,30,rodrigueznorberto@example.net,+34875205755,Malaga,Andalusia,05935,2022-08-20,2024-10-29,Keyboard,Electronics,5,165.45,827.25,Cash,Pending,1
CLI0174,Duilio,Anglada,50,colomaolalla@example.net,+34820 65 77 43,Alicante,Valencian Community,36884,2022-03-30,2023-03-28,Keyboard,Electronics,3,36.56,109.68,PayPal,Completed,
CLI0175,Ainara,Busquets,57,gloria79@example.com,+34 977 65 28 32,Valencia,Valencian Community,05126,2023-11-13,2024-06-19,Keyboard,Electronics,5,178.56,892.8,Bank transfer,Completed,4
CLI0176,Olga,Pozuelo,68,eusebio00@example.com,+34873470880,Alicante,Valencian Community,49646,2023-01-15,2023-02-23,Headphones,Electronics,5,277.83,1389.15,Bank transfer,Completed,5
CLI0177,Tristán,Lluch,56,rafael50@example.com,+34 977391813,Vigo,Galicia,30798,2022-12-29,2024-11-03,Book,Culture,3,18.44,55.32,PayPal,Completed,
CLI0178,Gloria,Rivero,59,rosa-mariasabater@example.org,+34844 543 459,Cordoba,Andalusia,34818,2021-08-19,2023-11-14,Book,Culture,3,11.82,35.46,Bizum,Completed,1
CLI0179,Rogelio,Valenciano,60,colommirta@example.org,+34 606256282,Cordoba,Andalusia,08356,2021-08-01,2023-05-11,Dress,Clothing,3,80.3,240.9,Cash,Completed,4
CLI0180,Olivia,Bayona,29,pia45@example.net,+34 843 962 372,Seville,Andalusia,08527,2021-10-04,2023-11-13,Mouse,Electronics,3,42.56,127.68,Bank transfer,Pending,
CLI0181,Isidoro,Águila,50,queroldonato@example.org,+34 900661226,Valladolid,Castile and León,20951,2022-08-23,2023-04-14,Shoes,Clothing,3,57.04,171.12,Cash,Cancelled,
CLI0182,Aránzazu,Feijoo,56,hangulo@example.org,+34 982003224,Murcia,Region of Murcia,42455,2022-08-22,2023-05-15,Camera,Electronics,5,1076.39,5381.95,PayPal,Completed,
CLI0183,Alma,Tejera,20,marinpepita@example.org,+34 945 09 51 67,Murcia,Region of Murcia,20872,2022-07-06,2024-03-24,Notebook,Culture,2,20.42,40.84,Bank transfer,Completed,5
CLI0184,Conrado,Baeza,52,blancocelia@example.org,+34 949 59 87 61,Seville,Andalusia,15934,2022-10-11,2023-08-28,Dress,Clothing,4,97.72,390.88,Bank transfer,Pending,2
CLI0185,Marcial,Perelló,47,gaspar01@example.com,+34 848 233 265,Valladolid,Castile and León,47220,2022-06-27,2024-03-27,Camera,Electronics,5,878.31,4391.55,Bank transfer,Pending,4
CLI0186,África,Romero,73,nrodenas@example.com,+34871 34 54 30,Zaragoza,Aragon,14440,2021-09-27,2023-05-22,Shoes,Clothing,5,129.86,649.3,Credit card,Pending,5
CLI0187,Reyes,Soriano,36,cmarin@example.com,+34 924 073 394,Madrid,Community of Madrid,46542,2023-03-30,2023-05-08,Perfume,Accessories,5,37.82,189.1,PayPal,Completed,5
CLI0188,Josep,Muro,70,marquezjuan-jose@example.org,+34944 970 978,Palma,Balearic Islands,29222,2023-05-01,2023-08-16,Shoes,Clothing,1,131.42,131.42,Bank transfer,Completed,4
CLI0189,Dani,Blázquez,41,amoroscamila@example.org,+34 986 087 614,Seville,Andalusia,11005,2022-06-03,2023-03-25,Mouse,Electronics,4,43.66,174.64,Credit card,Completed,3
CLI0190,Delfina,Vaquero,71,domitila26@example.org,+34924736334,Palma,Balearic Islands,20200,2022-06-09,2023-10-21,Backpack,Accessories,1,31.68,31.68,PayPal,Pending,1
CLI0191,Gaspar,Cobos,71,jperera@example.net,+34843 997 180,Valencia,Valencian Community,08983,2022-09-04,2023-08-09,Perfume,Accessories,3,34.9,104.7,Cash,Cancelled,1
CLI0192,Rosa María,Vega,21,ruanosebastian@example.net,+34 973189254,Seville,Andalusia,16729,2023-03-26,2023-05-05,Backpack,Accessories,3,43.05,129.15,Bizum,Cancelled,1
CLI0193,Jenny,Quintero,19,perezflorentino@example.com,+34844 004 868,Alicante,Valencian Community,30159,2023-04-21,2024-07-02,Watch,Accessories,5,457.32,2286.6,Cash,Cancelled,
CLI0194,Ximena,Hierro,40,paulina67@example.org,+34 877206295,Seville,Andalusia,49282,2023-02-09,2024-09-21,Shoes,Clothing,1,72.04,72.04,Cash,Pending,
CLI0195,Juanito,Bosch,51,diazamarilis@example.net,+34928 45 05 79,Las Palmas,Canary Islands,07063,2021-12-11,2023-03-11,Book,Culture,3,10.31,30.93,Cash,Cancelled,4
CLI0196,José Ángel,Rozas,34,celestinapuga@example.com,+34871 623 587,Cordoba,Andalusia,38836,2022-04-16,2024-01-18,Watch,Accessories,4,261.56,1046.24,Credit card,Completed,3
CLI0197,Maite,Campo,65,cparejo@example.org,+34 803303548,Valladolid,Castile and León,24619,2023-01-28,2024-08-18,Jacket,Clothing,1,159.94,159.94,Bank transfer,Completed,
CLI0198,Flora,Montenegro,47,lopeznoe@example.com,+34 945400943,Cordoba,Andalusia,05046,2021-11-13,2024-12-02,Mouse,Electronics,2,40.47,80.94,Bizum,Completed,1
CLI0199,Dan,Carrillo,36,tomasa05@example.org,+34 941412752,Seville,Andalusia,22241,2022-07-28,2023-02-07,Notebook,Culture,4,20.52,82.08,Credit card,Completed,3
CLI0200,Gaspar,Borja,48,duqueclimaco@example.org,+34 844 20 34 26,Zaragoza,Aragon,27009,2024-06-11,2024-07-10,Perfume,Accessories,4,63.76,255.04,Credit card,Completed,
CLI0201,Paula,Serna,25,pelayoarnau@example.net,+34821 465 094,Valladolid,Castile and León,20956,2022-04-06,2023-10-07,Watch,Accessories,3,401.38,1204.14,Bank transfer,Pending,4
CLI0202,Severo,Bartolomé,49,jose-angelpiquer@example.net,+34 848 128 957,Cordoba,Andalusia,28660,2022-10-16,2023-07-11,Perfume,Accessories,3,144.56,433.68,Bizum,Completed,5
CLI0203,Anunciación,Villalonga,45,npozo@example.net,+34921 833 351,Bilbao,Basque Country,29361,2021-10-04,2023-03-22,Dress,Clothing,4,102.1,408.4,PayPal,Cancelled,
CLI0204,Benito,Rico,46,bmiralles@example.com,+34 922741902,Bilbao,Basque Country,13236,2021-07-03,2023-11-10,Trousers,Clothing,3,29.4,88.2,Bizum,Completed,3
CLI0205,Estrella,Bernat,45,ernestocasares@example.com,+34982994193,Zaragoza,Aragon,05140,2023-09-04,2024-09-21,Keyboard,Electronics,3,26.78,80.34,Credit card,Completed,4
CLI0206,Perlita,Salamanca,27,pizarrojose-antonio@example.org,+34849 29 13 59,Vigo,Galicia,11440,2022-03-03,2023-02-01,Camera,Electronics,2,713.09,1426.18,Cash,Pending,
CLI0207,Concha,Sanmartín,42,amado87@example.org,+34845656832,Bilbao,Basque Country,40730,2023-09-17,2024-01-06,Trousers,Clothing,3,37.98,113.94,Credit card,Cancelled,
CLI0208,Eusebio,Verdejo,66,madrigalesther@example.net,+34924722768,Madrid,Community of Madrid,51655,2021-10-23,2024-03-30,Keyboard,Electronics,3,171.81,515.43,Cash,Completed,4
CLI0209,Trini,Suarez,19,porcelalfonso@example.net,+34 848 694 643,Cordoba,Andalusia,05470,2021-09-09,2023-04-27,Camera,Electronics,2,849.56,1699.12,PayPal,Pending,5
CLI0210,Rosa María,Castells,46,murobruno@example.com,+34 923 30 01 94,Seville,Andalusia,50413,2023-06-18,2024-12-21,Trousers,Clothing,3,39.4,118.2,Cash,Completed,4
CLI0211,Xiomara,Azorin,29,mascaroagata@example.org,+34 837 162 059,Gijon,Asturias,30531,2021-09-08,2024-04-07,Jacket,Clothing,1,68.4,68.4,Bizum,Completed,3
CLI0212,Ariadna,Fuentes,52,luz75@example.net,+34 985144462,Zaragoza,Aragon,10370,2021-12-07,2024-07-17,Book,Culture,1,17.38,17.38,Bank transfer,Completed,2
CLI0213,Samanta,Franch,30,cperea@example.net,+34 979 84 57 95,Valladolid,Castile and León,32619,2022-12-11,2023-05-05,Backpack,Accessories,2,48.92,97.84,PayPal,Completed,1
CLI0214,Flavia,Anaya,69,anguitadan@example.com,+34822 270 329,Las Palmas,Canary Islands,13311,2021-12-10,2024-04-23,Camera,Electronics,3,754.02,2262.06,PayPal,Cancelled,1
CLI0215,Delia,Tomas,44,mlujan@example.com,+34946 60 99 25,Valladolid,Castile and León,21071,2022-06-29,2024-06-22,Dress,Clothing,4,65.83,263.32,Bizum,Cancelled,
CLI0216,Juan Pablo,Sarabia,61,rolivares@example.net,+34937 410 076,Las Palmas,Canary Islands,47959,2024-02-27,2024-04-22,Camera,Electronics,4,842.34,3369.36,Bank transfer,Completed,5
CLI0217,Francisco Jose,Rubio,50,zabaletamaricruz@example.org,+34943 36 54 89,Gijon,Asturias,09804,2021-06-22,2024-03-19,Book,Culture,2,23.87,47.74,Credit card,Completed,3
CLI0218,Pili,Juliá,51,mmaldonado@example.com,+34988 721 698,Gijon,Asturias,32067,2022-09-13,2023-12-21,Shoes,Clothing,2,57.82,115.64,Bank transfer,Completed,
CLI0219,Jose Carlos,Castells,58,iflor@example.com,+34 832 777 026,Zaragoza,Aragon,23672,2022-06-21,2023-05-09,Book,Culture,3,33.82,101.46,Cash,Cancelled,
CLI0220,Modesta,Ramos,28,gloriariera@example.net,+34 949 66 69 62,Alicante,Valencian Community,29109,2022-04-05,2023-06-07,Book,Culture,5,12.55,62.75,Cash,Cancelled,5
CLI0221,Amador,Fabregat,20,alarconepifanio@example.com,+34 920 141 277,Alicante,Valencian Community,14521,2022-10-13,2023-03-25,T-shirt,Clothing,1,34.76,34.76,Cash,Completed,5
CLI0222,Sofía,Sarmiento,74,ataboada@example.com,+34 958 19 39 65,Alicante,Valencian Community,21073,2024-04-26,2024-05-24,Headphones,Electronics,1,227.79,227.79,Cash,Completed,3
CLI0223,José María,Arroyo,47,bhoyos@example.com,+34920568516,Madrid,Community of Madrid,47609,2021-09-16,2023-11-01,Keyboard,Electronics,4,59.18,236.72,Credit card,Completed,4
CLI0224,Amaro,Alsina,38,gastonperalta@example.net,+34848 969 889,Vigo,Galicia,06461,2022-11-06,2023-05-28,Keyboard,Electronics,5,52.64,263.2,Bank transfer,Completed,2
CLI0225,Fito,Zamora,38,gguzman@example.com,+34984 678 713,Seville,Andalusia,03474,2022-07-11,2023-04-19,Backpack,Accessories,5,49.64,248.2,Bizum,Completed,
CLI0226,Fortunato,Macias,42,magdalenario@example.org,+34846 583 268,Vigo,Galicia,27313,2023-07-15,2023-10-25,Jacket,Clothing,1,71.13,71.13,Cash,Pending,
CLI0227,Celia,Bernal,64,ptorrecilla@example.com,+34 886101878,Malaga,Andalusia,19157,2021-10-25,2024-08-14,Watch,Accessories,3,456.04,1368.12,PayPal,Completed,5
CLI0228,Mayte,Duque,19,carolinacervantes@example.net,+34 942 045 647,Madrid,Community of Madrid,50937,2021-08-18,2024-05-24,Keyboard,Electronics,3,99.8,299.4,Bizum,Cancelled,2
CLI0229,Águeda,Giménez,36,esmeraldarecio@example.net,+34 807744792,Palma,Balearic Islands,07639,2021-12-06,2023-02-21,Jacket,Clothing,1,137.5,137.5,Cash,Pending,
CLI0230,Encarnación,Julián,74,rbusquets@example.net,+34941 880 351,Zaragoza,Aragon,18785,2021-07-31,2023-05-18,T-shirt,Clothing,4,35.42,141.68,Bank transfer,Pending,4
CLI0231,Magdalena,Cañizares,53,hmarquez@example.com,+34 657489072,Zaragoza,Aragon,18002,2023-06-19,2024-01-07,T-shirt,Clothing,2,27.11,54.22,Credit card,Pending,5
CLI0232,Bernardita,Hervás,57,pulidojuanito@example.com,+34 947 517 600,Madrid,Community of Madrid,27644,2022-12-09,2024-11-27,Dress,Clothing,5,104.28,521.4,PayPal,Completed,3
CLI0233,Renata,Garay,56,jenaro54@example.net,+34876 12 82 19,Las Palmas,Canary Islands,29878,2023-02-22,2023-07-23,Mouse,Electronics,2,94.51,189.02,Bizum,Cancelled,
CLI0234,Edmundo,Buendía,51,fabricio88@example.org,+34876 19 91 32,Palma,Balearic Islands,27002,2024-01-19,2024-04-30,T-shirt,Clothing,3,14.11,42.33,PayPal,Cancelled,2
CLI0235,Rebeca,Herrera,43,guillermomerino@example.net,+34942 151 872,Bilbao,Basque Country,27738,2022-12-02,2023-06-16,Camera,Electronics,3,1131.37,3394.11,Bank transfer,Cancelled,5
CLI0236,Carolina,Fernández,48,canovasmaria-teresa@example.com,+34843452187,Vigo,Galicia,44225,2023-07-01,2023-11-03,Mouse,Electronics,5,54.09,270.45,Credit card,Completed,1
CLI0237,Eva María,Pombo,48,adelaida85@example.net,+34884918191,Zaragoza,Aragon,27584,2022-11-23,2024-09-03,Headphones,Electronics,1,216.78,216.78,Cash,Cancelled,
CLI0238,Azeneth,Sanmartín,58,szorrilla@example.net,+34 656788445,Cordoba,Andalusia,01542,2022-02-15,2024-06-20,T-shirt,Clothing,2,27.51,55.02,Cash,Pending,
CLI0239,Kike,Falcó,25,suarezheliodoro@example.org,+34 982042506,Seville,Andalusia,35646,2024-04-08,2024-12-18,Book,Culture,5,14.54,72.7,Credit card,Pending,2
CLI0240,Hugo,Jordá,67,yclemente@example.com,+34807517823,Bilbao,Basque Country,05825,2021-09-08,2024-05-28,Headphones,Electronics,4,250.96,1003.84,Bizum,Completed,5
CLI0241,Luz,Torres,42,felicidadgutierrez@example.com,+34926821280,Malaga,Andalusia,10040,2023-05-18,2024-06-22,Jacket,Clothing,4,134.13,536.52,PayPal,Pending,3
CLI0242,Agustín,Sandoval,48,vcoronado@example.com,+34973 37 56 93,Seville,Andalusia,20406,2024-04-13,2024-09-16,Mouse,Electronics,3,41.89,125.67,PayPal,Completed,2
CLI0243,Nico,Nogués,63,dalcazar@example.com,+34 928333081,Palma,Balearic Islands,10204,2023-11-08,2024-12-07,Dress,Clothing,2,99.41,198.82,Bank transfer,Pending,3
CLI0244,Gonzalo,Boada,75,lucasbarriga@example.com,+34803868061,Murcia,Region of Murcia,12472,2022-09-16,2024-01-24,Dress,Clothing,5,40.97,204.85,Bank transfer,Completed,
CLI0245,Petrona,Roura,46,cordobajacobo@example.net,+34 980631727,Alicante,Valencian Community,29223,2023-08-23,2023-12-21,Dress,Clothing,1,115.98,115.98,Bank transfer,Pending,
CLI0246,Odalys,Azcona,35,florrosario@example.org,+34 871 194 680,Valencia,Valencian Community,50508,2023-07-09,2024-12-13,Watch,Accessories,5,292.36,1461.8,Credit card,Cancelled,2
CLI0247,Jose,Rodriguez,58,ugomis@example.org,+34 814000443,Seville,Andalusia,49945,2023-05-25,2023-08-20,Jacket,Clothing,5,57.61,288.05,Credit card,Completed,4
CLI0248,Bienvenida,Bayona,53,azahara59@example.org,+34 882 078 593,Gijon,Asturias,19420,2021-12-22,2023-01-06,Trousers,Clothing,2,62.47,124.94,PayPal,Pending,4
CLI0249,Custodio,Ramos,36,luis-miguel36@example.net,+34 948696374,Alicante,Valencian Community,42812,2023-03-20,2023-11-25,Keyboard,Electronics,3,124.09,372.27,Credit card,Completed,2
CLI0250,Sonia,Casal,44,priscilagarrido@example.net,+34 828 76 29 27,Gijon,Asturias,06871,2022-11-06,2023-06-29,Mouse,Electronics,1,76.48,76.48,PayPal,Completed,4
CLI0251,Ale,Cases,18,aitor54@example.com,+34985 179 987,Zaragoza,Aragon,33702,2022-02-07,2023-02-08,Backpack,Accessories,3,59.63,178.89,Cash,Cancelled,
CLI0252,Ezequiel,Artigas,49,venceslasviana@example.com,+34 731560336,Gijon,Asturias,25472,2022-06-25,2024-06-20,Camera,Electronics,5,484.56,2422.8,PayPal,Cancelled,2
CLI0253,Victorino,Bertrán,59,lilianacasas@example.com,+34886 08 40 73,Zaragoza,Aragon,20253,2023-02-14,2024-04-14,Backpack,Accessories,2,29.01,58.02,PayPal,Completed,3
CLI0254,Geraldo,Juliá,57,manzanomaxima@example.net,+34 843896489,Vigo,Galicia,25845,2022-05-24,2023-06-29,Monitor,Electronics,2,588.36,1176.72,Bizum,Pending,1
CLI0255,Virgilio,Julián,48,criadocasandra@example.org,+34 948502107,Malaga,Andalusia,29954,2022-06-02,2023-05-24,Headphones,Electronics,2,244.16,488.32,PayPal,Completed,
CLI0256,Bibiana,Urrutia,37,amate@example.net,+34828 94 61 30,Bilbao,Basque Country,37718,2023-05-22,2023-12-04,Jacket,Clothing,3,117.01,351.03,Cash,Completed,
CLI0257,Hortensia,Royo,25,cmarquez@example.com,+34825 36 21 00,Palma,Balearic Islands,46985,2022-05-30,2024-11-14,Camera,Electronics,1,892.77,892.77,Bank transfer,Completed,5
CLI0258,Apolinar,Cases,25,jonatanroyo@example.org,+34824414516,Alicante,Valencian Community,29076,2023-12-21,2024-12-07,Perfume,Accessories,3,136.89,410.67,Bank transfer,Completed,2
CLI0259,Roxana,Zurita,41,adeliafolch@example.org,+34748393247,Murcia,Region of Murcia,05737,2022-11-28,2024-09-12,Shoes,Clothing,4,92.6,370.4,Cash,Pending,2
CLI0260,Josué,Rosado,51,eric87@example.org,+34 880289836,Palma,Balearic Islands,28082,2021-09-14,2023-03-25,Backpack,Accessories,5,39.8,199.0,Cash,Completed,
CLI0261,Zaida,Alfonso,30,abigailpacheco@example.org,+34873 400 638,Bilbao,Basque Country,23318,2022-09-16,2024-06-01,Monitor,Electronics,5,222.94,1114.7,Cash,Completed,
CLI0262,Gil,Aparicio,31,felisa98@example.net,+34 941 426 575,Cordoba,Andalusia,45940,2024-11-19,2024-11-27,Watch,Accessories,1,284.15,284.15,Cash,Pending,
CLI0263,Benito,Zurita,26,cesarpi@example.net,+34885 71 15 11,Las Palmas,Canary Islands,36103,2022-07-02,2024-04-09,Mouse,Electronics,1,50.09,50.09,Bizum,Pending,5
CLI0264,Águeda,Enríquez,43,cerdanabril@example.com,+34 948655969,Zaragoza,Aragon,51019,2022-08-30,2023-01-23,Keyboard,Electronics,3,127.64,382.92,Credit card,Completed,1
CLI0265,Hilda,Gracia,21,dimasgrau@example.com,+34 986 57 28 00,Gijon,Asturias,27588,2024-02-12,2024-07-08,Headphones,Electronics,1,140.25,140.25,Credit card,Pending,
CLI0266,Íngrid,Riera,64,filomenamateo@example.net,+34 697 499 609,Alicante,Valencian Community,47030,2022-10-21,2024-10-18,Headphones,Electronics,2,87.59,175.18,Bizum,Completed,4
CLI0267,Ariel,Zorrilla,23,wbustamante@example.net,+34815 281 837,Alicante,Valencian Community,26241,2022-09-07,2024-01-20,Keyboard,Electronics,4,159.14,636.56,Cash,Completed,3
CLI0268,Lisandro,Perez,51,xvazquez@example.net,+34 979 579 174,Valencia,Valencian Community,02617,2022-07-02,2024-02-07,Trousers,Clothing,5,34.82,174.1,PayPal,Completed,3
CLI0269,Plácido,Nogueira,52,tatianaclavero@example.net,+34 825478477,Murcia,Region of Murcia,14690,2022-12-25,2024-03-10,Keyboard,Electronics,5,127.76,638.8,PayPal,Completed,2
CLI0270,Natalio,Cervantes,69,jheredia@example.org,+34 943 40 54 71,Alicante,Valencian Community,23673,2022-02-05,2023-02-02,Dress,Clothing,1,46.96,46.96,Bizum,Cancelled,1
CLI0271,Encarnita,Herrero,20,bibiana40@example.org,+34987 786 917,Palma,Balearic Islands,15186,2023-06-14,2024-08-31,Jacket,Clothing,1,80.91,80.91,Cash,Completed,
CLI0272,Joel,Maldonado,31,edgardo52@example.net,+34 727757566,Valladolid,Castile and León,31036,2021-11-20,2024-07-06,T-shirt,Clothing,2,22.07,44.14,Credit card,Completed,3
CLI0273,Dionisia,Trillo,54,diego31@example.com,+34980348791,Bilbao,Basque Country,07589,2023-07-15,2023-11-23,Jacket,Clothing,5,172.37,861.85,Bank transfer,Completed,2
CLI0274,Paola,Lopez,35,jordi15@example.com,+34901630799,Barcelona,Catalonia,04224,2023-02-07,2023-11-04,Book,Culture,4,22.07,88.28,Cash,Cancelled,2
CLI0275,Agustín,Agullo,21,tristan04@example.net,+34884653968,Malaga,Andalusia,30085,2021-10-01,2024-05-22,Book,Culture,5,26.33,131.65,Bizum,Cancelled,4
CLI0276,Jordi,Torrecilla,66,vbarragan@example.org,+34 844 241 681,Las Palmas,Canary Islands,31555,2023-01-04,2023-07-08,Headphones,Electronics,4,77.75,311.0,Bizum,Completed,3
CLI0277,Teresa,Agustí,53,flavio86@example.org,+34848 85 05 42,Murcia,Region of Murcia,42158,2022-08-15,2023-03-01,Watch,Accessories,4,368.41,1473.64,Bizum,Cancelled,4
CLI0278,Jose Antonio,Manso,23,pascualfranco@example.org,+34933 35 40 29,Gijon,Asturias,50247,2022-02-12,2024-10-24,Jacket,Clothing,3,88.25,264.75,Bizum,Completed,
CLI0279,Victoria,Pintor,42,vhuertas@example.com,+34882 386 552,Alicante,Valencian Community,02462,2022-07-09,2023-10-02,Notebook,Culture,1,21.59,21.59,Cash,Cancelled,
CLI0280,Cirino,Luna,53,lucia61@example.com,+34832489022,Seville,Andalusia,44250,2021-06-20,2024-11-18,Trousers,Clothing,5,35.35,176.75,Bizum,Completed,3
CLI0281,Aristides,Cuéllar,30,balmansa@example.com,+34 921 034 854,Cordoba,Andalusia,33415,2021-06-23,2023-08-05,Dress,Clothing,1,116.13,116.13,Credit card,Pending,5
CLI0282,Luciano,Jurado,38,odalys94@example.org,+34823 74 47 63,Valladolid,Castile and León,27534,2021-08-06,2024-07-19,Notebook,Culture,2,9.09,18.18,Bank transfer,Pending,3
CLI0283,Daniel,Castrillo,47,schamorro@example.com,+34983 85 58 68,Madrid,Community of Madrid,35945,2023-07-03,2024-05-24,Dress,Clothing,5,53.54,267.7,Bizum,Completed,3
CLI0284,Tamara,Valentín,65,anita64@example.net,+34 986 31 31 76,Valencia,Valencian Community,34377,2023-05-06,2023-08-15,Camera,Electronics,5,613.93,3069.65,Credit card,Completed,5
CLI0285,Paulina,Noguera,30,africa54@example.net,+34 729385329,Malaga,Andalusia,29429,2021-12-07,2023-06-06,Monitor,Electronics,3,618.01,1854.03,PayPal,Pending,2
CLI0286,Jose,Mateo,66,aaron82@example.org,+34 942 655 287,Vigo,Galicia,21194,2022-09-13,2023-09-21,Keyboard,Electronics,3,108.1,324.3,Bizum,Pending,3
